id		description		product_type		netto_content		unit_of_measure		brutto_weight		length		depth		height		assortm_code
349753		ESPRESSO BONEN DARK ROAST		0027 Koffiebonen		500		GR		516		10.5		10		23		1
349754		KOFFIEBONEN ROOD		0027 Koffiebonen		500		GR		516		10.5		10		23		1
356571		ESPRESSO BONEN DARK ROAST		0027 Koffiebonen		1000		GR										4
296948		HET FINANCIEEL DAGBLAD MA-VR		0270 Lektuur		1		ST										
296949		KIDS WEEK		0270 Lektuur		1		ST										
296940		7 DAYS		0270 Lektuur		1		ST										
296087		HET FINANCIEEL DAGBLAD ZA		0270 Lektuur		1		ST										
296344		KIDSWEEK		0270 Lektuur		1		ST										
296345		7 DAYS		0270 Lektuur		1		ST										
306786		AD LANDELIJK MA-VRIJ		0270 Lektuur		1		ST										
306798		AD LANDELIJK ZA		0270 Lektuur		1		ST										
306799		AD REGIONAAL MA-VRIJ		0270 Lektuur		1		ST										
306791		AD REGIONAAL ZA		0270 Lektuur		1		ST										
301807		NRC HANDELSBLAD MA-VR		0270 Lektuur		1		ST										
301802		NRC HANDELSBLAD NEXT		0270 Lektuur		1		ST										
301817		NRC HANDELSBLAD ZA		0270 Lektuur		1		ST										
312497		HET PAROOL MA-VR		0270 Lektuur		1		ST										
312407		HET PAROOL ZATERDAG		0270 Lektuur		1		ST										
312417		VOLKSKRANT MA-VR		0270 Lektuur		1		ST										
312427		VOLKSKRANT ZATERDAG		0270 Lektuur		1		ST										
312437		WAARDEBON VOLKSKRANT		0270 Lektuur		1		ST										
312431		DE VOLKSKRANT MA-VR		0270 Lektuur		1		ST										
312432		WAARDEBON TROUW MA-VR		0270 Lektuur		1		ST										
312457		TROUW MA-VR		0270 Lektuur		1		ST										
312467		TROUW ZATERDAG		0270 Lektuur		1		ST										
377348		WAARDEBON AD MA-VR		0270 Lektuur		1		ST										
377349		WAARDEBON AD ZATERDAG.		0270 Lektuur		1		ST										
377340		WAARDEBON TROUW ZA		0270 Lektuur		1		ST										
946252		NRC HANDELSBLAD NEXT ZA		0270 Lektuur		1		ST										
797510		PIZZABODEMS		0035 Deegwaren		2		ST										2
306498		WALNOOTOLIE		0040 Olien en frituurvetten		250		ML		517		4.5		4.5		22		2
306499		SESAMOLIE		0040 Olien en frituurvetten		250		ML		515		4.5		4.5		22		2
797519		PIZZATOPPING KRUIDEN		0043 Natte sauzen warm		300		GR										2
395321		TONIJNMOOT IN OLIJFOLIE		0104 Visconserven		160		GR										2
395322		TONIJNSNIPPERS NATUREL		0104 Visconserven		185		GR										4
318605		TONIJN MOOT IN WATER		0104 Visconserven		195		GR										2
318325		KABELJAUWLEVER		0104 Visconserven		120		GR										2
319801		HARINGFILETS IN MILDE TOM.SAUS		0104 Visconserven		200		ML										2
320515		HARING IN TOMATENSAUS		0104 Visconserven		190		GR		242		5		8.5		2.5		1
493413		SARDINES IN OLIJFOLIE		0104 Visconserven		120		GR										2
654435		KRAB EF		0104 Visconserven		170		GR										2
391398		VISFILET GRIEKSE MARINADE #1		0480 Traiteur slagerij		1		KG										2
391395		ZALMREEPJES GEROOKT 200 GR 1#		0480 Traiteur slagerij		1		KG										2
391305		FORELFILET BLANCO		0480 Traiteur slagerij		1		ST										1
391319		MAKREELFILET NATUREL BE=2KG		0480 Traiteur slagerij		1		KG										1
391310		MAKREELFILET PEPER #4		0480 Traiteur slagerij		1		KG										2
391314		SCHOTSE ZALM		0480 Traiteur slagerij		100		GR										1
391329		SURIMI CHUNKS		0480 Traiteur slagerij		200		GR										2
391321		ROZE GARNALEN		0480 Traiteur slagerij		125		GR										1
391322		RIVIERKREEFTENVLEES		0480 Traiteur slagerij		100		GR										1
391325		HOLLANDSE GARNALEN		0480 Traiteur slagerij		100		GR										1
391330		QUALIFISK SURIMI  200GR BE=2		0480 Traiteur slagerij		200		GR										1
391336		KABELJAUWFILET #1		0480 Traiteur slagerij		1		KG										1
391348		ZALMFILET MET VEL #1		0480 Traiteur slagerij		1		KG										2
391344		VIS GOURMET/FONDEUSCHOTEL		0480 Traiteur slagerij		1		KG										2
392370		HARINGFILET BRADO'S #4		0480 Traiteur slagerij		1		KG										2
305485		VISFILET MOSTERD DILLE #1		0480 Traiteur slagerij		1		KG										2
305437		SUPPLIER MAATJES HARING 2  UI #2		0480 Traiteur slagerij		1		KG										1
313817		ZALMPATE		0480 Traiteur slagerij		125		GR										2
583483		ZEEVRUCHTENCOCKTAIL		0480 Traiteur slagerij		100		GR										1
349246		MINERAAL WATER KZH		0192 Mineraalwater		1000		ML										
798465		MINERAALWATER		0192 Mineraalwater		1500		ML		1583		8.5		8.5		32		1
343191		ICED TEA LEMON		0194 Frisdranken klein		500		ML										4
343192		ICED TEA PEACH		0194 Frisdranken klein		500		ML										4
349249		ENERGY DRINK		0194 Frisdranken klein		250		ML										
349906		PROSECCO FRIZZANTE DOC		0203 Wijnen mousserend		750		ML		1357		9		9		30		1
349918		PROSECCO FRIZZANTE DOC PICCOLO		0203 Wijnen mousserend		200		ML		426		6.5		6.5		19.5		1
256847		CRODINO		0205 Premix en aperitief		800		ML										2
349081		PINK ICE		0205 Premix en aperitief		250		ML										2
349351		TENNESSEE WHISKEY & COLA		0205 Premix en aperitief		330		ML										
296407		KRAT WARSTEINER PIJPJE		0290 Pils		24		ST										2
326632		KRAT PALM PIJPJE		0290 Pils		24		ST		andere manier wegen		39.5		29.5		23.5		1
330027		BIER BLIK		0290 Pils		1980		ML		2089		19.5		13		17		1
793024		BIER BLIK		0290 Pils		500		ML										2
794309		PILS BLIK		0290 Pils		1980		ML		2148		20		13.5		12		1
396307		DUBBEL FLES		0293 Bieren overig		330		ML		647		6		6		23		1
396317		TRIPEL FLES		0293 Bieren overig		330		ML		659		6		6		23		1
391823		BIER FLES		0293 Bieren overig		1980		ML		3801		22		14		18		1
326634		RADLER CITROEN FLES		0293 Bieren overig		1980		ML										2
339988		HOP SELECT FLES		0293 Bieren overig		1320		ML										
344400		FRUITESSE FLES		0293 Bieren overig		1000		ML										2
349272		TRIPLE HOP BIER FLES		0293 Bieren overig		1980		ML										
349338		WEISSBIER FLES		0293 Bieren overig		500		ML										
797945		BLOND BIER ARDENNE FLES		0293 Bieren overig		1320		ML										2
250832		BIER 24x30 CL. KRAT				1		ST										
787357		LEEG KRAT DUVEL				1		ST										
318205		COLA LIGHT		0190 Frisdranken groot		1500		ML										4
349943		LEMON & LIME LIGHT		0190 Frisdranken groot		1500		ML		1546		8		8		34		1
477987		COLA		0190 Frisdranken groot		1500		ML										4
477997		LEMON LIME		0190 Frisdranken groot		1500		ML										4
477917		ORANGE		0190 Frisdranken groot		1500		ML										4
793940		GAZEUSE CAMPAGNE PILS		0190 Frisdranken groot		750		ML		792		6.5		6.5		28		1
793942		GAZEUSE FRAMBOZEN		0190 Frisdranken groot		750		ML		792		6.5		6.5		28		1
794685		SINAS		0190 Frisdranken groot		1500		ML		1610		8		8		34		1
794697		SINAS LIGHT		0190 Frisdranken groot		1500		ML		1555		8		8		34		1
794699		LEMON & LIME		0190 Frisdranken groot		1500		ML		1603		8		8		34		1
794690		COLA REGULAR		0190 Frisdranken groot		1500		ML		1603		8		8		34		1
794691		CASSIS		0190 Frisdranken groot		1500		ML		1609		8		8		34		1
794294		COLA LIGHT		0190 Frisdranken groot		1500		ML		1543		8		8		34		1
392750		MINERAALWATER KZH		0192 Mineraalwater		1500		ML		1549		9		9		34		1
349240		MINERAALWATER KZV		0192 Mineraalwater		1500		ML										
758797		MINERAALWATER KZV		0192 Mineraalwater		2000		ML		2089		10		10		25		1
349075		VRUCHTENSIROOP ZOMER AARDBEI		0193 Limonadesiropen		750		ML										2
794279		VRUCHTENSIROOP FRAMBOZEN		0193 Limonadesiropen		750		ML		960		7		7		24		1
794270		VRUCHTENSIROOP MULTIVRUCHT		0193 Limonadesiropen		750		ML		953		7		7		24		1
794272		VRUCHTENSIROOP ZWARTE BESSEN		0193 Limonadesiropen		750		ML		956		7		7		24		1
349063		KINDERFRUIT AARDBEI FRAMBOOS		0194 Frisdranken klein		250		ML										2
349064		KINDERFRUIT TROPICAL		0194 Frisdranken klein		250		ML										2
349065		KINDERCOLA		0194 Frisdranken klein		250		ML										1
349128		HYDRATION ZERO SUGAR		0194 Frisdranken klein		500		ML										2
798720		COLA LIGHT PET		0194 Frisdranken klein		3000		ML		3163		20		13		23		1
798721		SINAS PET		0194 Frisdranken klein		3000		ML		3293		20		13		23		1
798722		LEMON & LIME PET		0194 Frisdranken klein		3000		ML										2
798723		COLA PET		0194 Frisdranken klein		3000		ML		3295		20		13		23		1
070997		HIGH ENERGY + SPORTDOP PET		0194 Frisdranken klein		330		ML		377		6.5		6.5		17.5		1
313604		DROPTOPPERS ZOET		0163 Drop verpakt		287		GR		292		14		5		18		1
319402		TIKKELS DROPFRUIT		0163 Drop verpakt		230		GR		236		13.5		5		17.5		1
319272		TIKKELS COLA & LEMON		0163 Drop verpakt		230		GR										2
361717		SALMIAK		0163 Drop verpakt		1		ST										2
377817		TOP DROP		0163 Drop verpakt		4		ST		200		9		2		15.5		1
403518		DROPMIX ZOET ZACHT		0163 Drop verpakt		490		GR		521		9.5		6.5		16.5		1
403779		SCHOOLKRIJT		0163 Drop verpakt		290		GR										
403773		DROPTOPPERS ZOET & ZALIG		0163 Drop verpakt		255		GR										
403774		SCHOOLKRIJT ZWART WIT		0163 Drop verpakt		235		GR										
396581		SNOEP MIX ORIGINAL		0164 Snoep verpakt		295		GR		293		13.5		5		18		1
396598		PRETMIX		0164 Snoep verpakt		325		GR		358		18		23.5		2		1
396599		WINEGUMS		0164 Snoep verpakt		305		GR		308		13.5		5		18		1
301017		HAAGSE HOPJES		0164 Snoep verpakt		200		GR		200		14		3		17		1
319633		FRUITFUN 4 ROLLEN		0164 Snoep verpakt		152		GR										2
319645		CRAZY MIX		0164 Snoep verpakt		370		GR										2
346393		PRET SLEUTELS		0164 Snoep verpakt		250		GR		227		14.5		22.5		2		1
377807		STOPHOEST		0164 Snoep verpakt		4		ST		178		13		2.5		9.5		1
403519		DUO WINEGUMS ZOETZUUR		0164 Snoep verpakt		225		GR										2
403700		MAGISCHE FEESTMIX		0164 Snoep verpakt		285		GR										2
673555		DROPFRUIT DUO		0164 Snoep verpakt		305		GR		308		13.5		5		18		1
300545		SMASHMINT		0165 Kauwgom		85		GR		113		20		11		2		1
300546		PEPPERMINT		0165 Kauwgom		85		GR										2
300558		EXTRAMINT		0165 Kauwgom		85		GR		112		20		11		2		1
300566		PEPPERMINT		0165 Kauwgom		51		GR		69		21		11		1		1
300600		EXTRAMINT SINGLE		0165 Kauwgom		1		ST										4
300602		SMASHMINT SINGLE		0165 Kauwgom		1		ST										4
300933		DEEP MINT		0165 Kauwgom		85		GR		113		20		11		2		1
318551		INTENSEMINT		0165 Kauwgom		85		GR										2
403708		SWEETMINT 60 ST		0165 Kauwgom		100		GR		122		7		7		7.5		1
403709		PEPPERMINT 60 ST		0165 Kauwgom		100		GR		122		7		7		7.5		1
794095		MENTHOLMINT		0165 Kauwgom		51		GR		69		21		11		1		1
