sku		weight		length		depth		height 		trade_unit_ean		location		consumer_units_in_trade_unit
236027		6.3		490		187		146		1077045641478614		0423		24
236027		3.3		245		187		146		1077045641378617		0423		12
236047		4.23		300		200		175		1077045641470618		06-002		6
236157		1.6		128		316		130		1077045641472636		1910		15
236157		0.72		292		77		162		1077045641742272		1910		6
236227		2.6		387		160		207		1077045641473657		0528		24
239137		5.7		245		165		200		1077046702575877		06-002		6
231937		0.74		125		196		161		1077046741438652		1012		15
231937		0.9		119		184		204		1077056341023455		1012		16
231937		0.73		200		125		165		1077046107199586		1012		14
231957		0.8		120		160		200		1077045741637836		0711		15
231957		0.8		120		160		200		1077056341010158		0711		24
231957		0.7		125		196		161		1077046741438621		0711		18
231967		0.8		250		120		160		1077045741637843		0812		15
231967		0.8		250		120		160		1077056341010165		0812		14
231967		0.68		125		196		161		1077046741438782		0812		13
231087		0.7		200		120		160		1077045741637867		1512		15
231087		0.7		200		120		160		1077056341031528		1512		20
231087		0.73		200		125		165		1077046107199494		1512		19
231087		0.64		200		125		165		1077045841277741		1512		18
231087		0.64		125		196		161		1077046741437204		1512		13
231087		0.64		125		196		161		1077046741438690		1512		18
231347		2.225		336		220		104		1077044589265980		0614		12
231357		2.225		336		220		104		1077044589265775		0901		12
231377		2.225		336		220		53		1077044589265973		0903		12
246787		0		0		0		0		1072399430276673		06-002		24
246787		5.74		297		225		114		1073332060521316		06-002		12
248537		0		240		168		285		1077044094590775		06-002		6
248537		0		0		0		0		1077044094630679		06-002		15
249607		2.298		121		181		208		1072348801159015		06-002		6
249237		0.69		96		239		139		1077048741696698		1428		24
249237		0.69		274		96		136		1077046741635174		1428		26
255577		2.35		216		161		156		1072367351799472		06-002		6
255577		2.35		161		216		156		1072367351549930		06-002		1
255577		2.35		290		75		150		1076947674035554		06-002		4
255217		0		0		0		0		1077047941533437		1701		12
255217		13.2		296		194		259		1077047941543221		1701		12
255217		0		0		0		0		1079334641575675		1701		6
256527		0		0		0		0		1079334641575675		0824		6
256527		0		0		0		0		1079334641575675		0824		1
256527		1		200		100		160		1072506319096684		0824		6
256527		0		0		0		0		1079334641575675		0824		1
256847		0		370		280		140		1077334486375654		06-002		6
256847		0		0		0		0		1079334641575675		06-002		1
256847		0		0		0		0		1079334641575675		06-002		8
256847		0		0		0		0		1079334641575675		06-002		1
256847		0		0		0		0		1077040641589308		06-002		1
257627		6.82		254		360		137		1077044085448702		06-002		6
257867		2.1		365		135		185		1077046741472595		06-002		6
258637		3.6		207		396		214		1074334937576534		06-002		24
258637		3.6		336		210		216		1074334937597959		06-002		20
259827		0.985		291		200		128		1072367351736194		0615		12
259847		2.77		370		150		125		1076947673061240		34-202		12
250832		0		0		0		0		1074744804487625		0001		1
250847		0		0		0		0		1079334641575675		1814		1
250847		1		270		120		115		1032409901575951		1814		6
251997		0		0		0		0		1079334641575675		1614		3
251997		2		342		225		90		1077046441565153		1614		6
251927		6.63		230		160		242		1077046441569014		1002		6
251927		6.63		230		160		242		1077046441004942		1002		6
251937		6.63		230		160		242		1077046441569021		1004		6
251937		6.63		230		160		242		1077046441004959		1004		6
251947		6.672		230		160		242		1077046441569038		0503		6
251947		6.672		230		160		242		1077046441004935		0503		6
251057		3.54		186		132		194		1077046441567744		1703		6
251137		0		0		0		0		1079334641575675		1602		3
251137		1.92		342		225		90		1077046441566792		1602		6
251237		1.2		170		85		115		1077044441446427		36-308		12
252629		0		0		0		0		1074744869613755		0001		1
252157		5.1		379		227		170		1077044053701754		2408		21
252167		6.4		330		221		251		1077044053701877		06-002		24
252177		0.8		283		113		165		1077049641310370		1116		12
252177		0.684		115		278		167		1076947675667778		1116		12
252257		4.3		296		216		168		1077044053702591		0715		20
264737		0.46		99		118		127		1073339541527300		0121		6
264737		0		0		0		0		1073339449387686		0121		1
264737		0		0		0		0		1073339449667603		0121		1
264737		0.46		248		203		132		1083339449667600		0121		24
264737		0.9		124		206		139		1073339541527317		0121		12
267487		0		0		0		0		1077044597941685		99		4
267488		0		0		0		0		1073332828538983		99		4
267567		1.8		210		188		100		1073332060537508		2409		16
267567		1.8		210		188		100		1073332060545329		2409		18
268657		0.5		367		126		139		1077045641743989		0323		12
268747		3.9		370		200		125		1077047268775879		06-002		16
268747		3.9		370		200		125		1077047268775886		06-002		12
268777		4.9		395		295		125		1077044093564142		06-002		24
268977		2		313		133		166		1077048341597524		1520		12
261367		11.58		270		200		335		1077054141475856		0001		4
262230		0		0		0		0		1077044265765605		1202		1
262230		0		0		0		0		1077047941208380		1202		20
262230		0		0		0		0		1077047941508398		1202		1
262230		12.9		302		237		237		1077044265545009		1202		12
262230		10.84		375		160		240		1077044265683039		1202		10
262230		6.445		159		228		242		1077044265638046		1202		6
262231		0		0		0		0		1079334641575675		1206		10
262231		0		0		0		0		1077047941298381		1206		20
262231		0		0		0		0		1077044265765612		1206		1
262231		0		0		0		0		1077047941598399		1206		1
262231		13		305		330		245		1077044265683015		1206		12
262231		6.511		159		228		242		1077044265685293		1206		6
262231		6.499		159		228		242		1077044265638176		1206		6
273555		5.201		390		258		130		1077045930585603		0903		6
275437		6.6		490		290		205		1073339141045099		30-104		24
275447		5.352		580		390		200		1077827434286954		30-102		24
276947		12.5		400		290		126		1077054241528773		06-002		12
276947		6.492		310		200		130		1077054241185792		06-002		6
276017		12.5		410		305		130		1077054241185976		06-002		12
276207		6.7		325		245		100		1077054241611772		06-002		12
276207		6.7		255		165		100		1077054241174130		06-002		6
276227		6.7		325		245		100		1077054241680778		06-002		12
276227		3.6		255		165		100		1077054241174017		06-002		6
276257		1.6		157		103		196		1072348801186851		06-002		6
276257		0		0		0		0		1079334641575675		06-002		3
276267		6.7		330		250		105		1077054241174710		06-002		12
276267		3.35		165		245		100		1079334641575675		06-002		6
277907		6.7		325		245		100		1077054241684776		06-002		12
277907		3.9		250		165		105		1077054241174031		06-002		6
279417		6.441		230		159		242		1077046441561100		1111		6
279537		6.63		230		160		242		1077046441000296		0802		6
279557		6.402		230		160		242		1077046441000203		0804		6
279927		6.441		230		159		242		1077046441561216		1101		6
279337		1.222		321		206		165		1079334641575675		1115		12
279337		1.222		350		106		172		1074744617980450		1115		6
270267		1.3		93		273		107		1077045741616817		1106		12
271867		6.02		237		175		217		1074344218024586		06-002		12
271187		4.85		365		290		220		1077040037035013		06-002		24
272137		2.705		434		326		260		1074353695076643		06-002		12
283489		0		0		0		0		1077042888149680		0001		1
283480		0		390		285		80		1077042888149697		0001		1
283481		0		0		0		0		1077042888149604		0001		1
283482		0		0		0		0		1077042888149611		0001		1
283483		0		0		0		0		1077042888149628		0001		1
283484		0		0		0		0		1077042888149635		0001		1
283485		0		0		0		0		1077042888149642		0001		1
283486		0		0		0		0		1077042888149727		0001		1
283497		0		0		0		0		1077042888149741		0001		1
283588		0		0		0		0		1074747489930448		ADM		6
283589		0		0		0		0		1074747489930455		ADM		6
283580		0		0		0		0		1074747489930462		ADM		6
283581		0		0		0		0		1074747489930578		ADM		6
283582		0		0		0		0		1074747489930585		ADM		6
283327		6.78		292		194		278		1077045841163426		06-002		8
283327		0		0		0		0		1079334641575675		06-002		6
284727		0		0		0		0		1074773641584402		1901		24
284727		6.5		260		190		235		1074773641592926		1901		12
284037		0		0		0		0		1079334641575675		39-003		50
284037		1.795		205		225		105		1074734806675793		39-003		36
285407		0		0		0		0		1074744654616183		06-002		24
285407		6.4		260		195		230		1074744654604678		06-002		12
285427		0		0		0		0		1074744654612680		4303		24
285427		6.4		260		200		225		1074744654612048		4303		12
285467		0		0		0		0		1074744654637683		1913		24
285467		6.4		260		195		230		1074744654637836		1913		12
286397		0		0		0		0		1077044177675603		06-002		24
286397		2.24		470		215		250		1077044177675610		06-002		16
287837		0		0		0		150		1077048320521403		2415		4
287837		2.12		295		100		149		1077048320320075		2415		6
288917		4.13		196		149		235		1084744742585145		0612		6
288297		1.32		313		133		166		1077048341738682		2205		12
288277		1.88		313		133		166		1077048341785686		06-002		12
288307		2.79		275		192		130		1077048341598705		1320		12
288307		0		0		0		0		1079334641575675		1320		20
288307		1.9		363		103		130		1077048341454414		1320		8
288357		1.003		175		145		93		1077044007710719		0709		12
288367		1.003		175		145		93		1077044007705210		1023		12
288367		1.003		175		145		93		1077044007710917		1023		12
289497		1.2		175		145		93		1077044007710610		2009		12
289407		1		175		145		93		1077044007705319		0919		12
289407		1		175		145		93		1077044007710016		0919		12
289467		5.7		465		245		160		1077048341460583		06-002		20
289477		5.7		474		244		157		1077048341468176		06-002		20
289697		2.3		315		255		160		1077048341575591		06-002		24
289697		1.07		120		310		164		1077048341777605		06-002		12
289607		2.2		315		255		160		1077048341575577		06-002		24
289607		0.83		120		310		164		1077048341775601		06-002		12
289617		2.5		313		254		166		1077048341452403		06-002		24
289617		1		120		310		164		1077048341450409		06-002		12
289637		2.8		315		255		160		1077048341575522		06-002		24
289637		1.49		120		310		164		1077048341771603		06-002		12
289657		1.7		313		133		166		1077048341778602		1805		12
289727		3		313		254		166		1077048341575584		06-002		24
289727		1.5		313		176		166		1077048341776608		06-002		12
289737		1.1		313		133		166		1077048341792684		1503		12
289747		1.3		313		133		166		1077048341770606		2306		12
289757		1.4		313		133		166		1077048341451963		1812		12
289827		1.7		313		133		166		1077048341796682		1912		12
289917		1		313		133		166		1077048341726689		1905		12
289967		0.4		201		129		74		1077048341585958		0910		14
289977		0.4		201		129		74		1077048341585965		0707		14
289027		1		175		145		93		1077044007705111		1019		12
289027		1		175		145		93		1077044007710818		1019		12
289037		1.5		315		165		130		1077048341578561		1705		12
289077		1.3		313		133		166		1077048341737685		2115		12
289167		1.4		315		130		165		1077048341722681		2305		12
282917		0		0		0		0		1074744774307152		99		1
282917		0		0		0		0		1074744774306919		99		40
393738		13		410		270		175		1077044265088124		0204		24
393890		8.7		400		270		120		1077044265000072		2602		4
393890		0		0		0		0		1077044265005022		2602		1
393801		12.4		420		305		120		1077044265634383		06-002		12
393802		12.4		420		312		120		1077044265071010		06-002		12
393802		5.87		315		210		120		1077044265694486		06-002		6
393803		12.4		420		312		120		1077044265634321		06-002		12
393804		12.4		420		312		120		1077044265071058		06-002		12
393804		5.87		315		210		120		1077044265694363		06-002		6
393805		12.4		420		305		120		1077044265634307		06-002		12
393856		0		280		135		164		1077044010076680		99		10
393870		8.04		315		233		133		1077044265575013		06-002		12
393870		4		235		155		130		1077044265624063		06-002		6
393871		8.04		315		233		133		1077044265575037		06-002		12
393871		4		235		155		135		1077044265624056		06-002		6
393873		8		300		240		134		1077044265575051		2205		12
393873		4		224		152		134		1077044265624117		2205		6
393874		8.04		315		233		133		1077044265575174		2211		12
393874		4		224		152		134		1077044265624179		2211		6
393911		3.4		260		195		100		1076956851679719		29-107		15
393961		0		0		0		0		1079334641575675		99		1
393961		0		0		0		0		1077044265595509		99		5
393961		0		0		0		0		1077044265595592		99		1
393979		6.45		455		295		10		1077044314697734		5555		6
393011		1.4		312		124		175		1077044265651632		0224		12
393012		10.301		314		215		195		1077044265080128		0604		40
393012		10.301		314		215		195		1079334641575675		0604		40
393012		10.301		314		215		195		1077044265665424		0604		24
393031		3.89		330		220		90		1077044265580291		2501		2
393031		0		0		0		0		1077044265005237		2501		1
393032		4.1		330		220		90		1077044265580284		2503		2
393032		0		0		0		0		1079334641575675		2503		1
393181		0		0		0		0		1079334641575675		06-002		6
393181		2.4		132		365		175		1077048341578271		06-002		8
393194		2.5		269		202		74		1072367351770174		0920		24
393104		6.43		460		300		105		1077044314697840		5555		6
393119		1.8		313		133		166		1077048341575966		2224		12
393169		0		0		0		0		1079334641575675		06-002		12
393169		6.12		200		300		142		1077044265081606		06-002		18
393169		6.12		280		170		150		1077044265613210		06-002		15
393164		12.51		330		240		250		1077054141475801		2301		12
393178		5.327		380		295		100		1077044265084966		1202		20
393178		0		0		0		0		1077047941176849		1202		10
393212		2.605		210		310		157		1077044265636141		06-002		24
393229		0		0		0		0		1079334641575675		1305		20
393229		2.14		380		150		85		1077044265570254		1305		10
393221		2.93		380		248		90		1077044265085482		1101		6
393222		2.9		380		240		90		1077044265087646		1105		6
393223		0		0		0		0		1079334641575675		0713		6
393223		3.84		400		200		110		1077044265593048		0713		8
393224		0		0		0		0		1079334641575675		0804		6
393224		3.88		400		200		105		1077044265593109		0804		8
393225		0		0		0		0		1079334641575675		0802		6
393225		3.88		400		202		105		1077044265593185		0802		8
393226		0		0		0		0		1056430881750155		0711		6
393226		3.84		400		200		110		1077044265593123		0711		8
393386		2.082		330		217		110		1077044314697765		5555		12
393314		3.271		327		266		85		1077044147561349		0503		6
393332		0		0		0		0		1079334641575675		0901		20
393332		0		0		0		0		1077047941191989		0901		5
393332		0		0		0		0		1077044265590627		0901		1
393332		6.63		230		160		240		1077044265685583		0901		6
393332		0		0		0		0		1077047941591499		0901		1
393333		0		0		0		0		1079334641575675		0903		20
393333		0		0		0		0		1077047941191996		0903		5
393333		0		0		0		0		1077044265590634		0903		1
393333		6.745		230		160		240		1077044265685514		0903		6
393333		0		0		0		0		1077047941591406		0903		1
393334		0		0		0		0		1079334641575675		0911		20
393334		0		0		0		0		1077047941191903		0911		5
393334		0		0		0		0		1077044265590641		0911		1
393334		6.402		230		160		240		1077044265685590		0911		6
393334		0		0		0		0		1077047941591413		0911		1
393348		0		0		0		0		1077049241797991		1711		24
393348		3.4		220		160		180		1077049241799179		1711		12
393363		4.08		600		400		70		1077044265692130		1503		20
393363		4.33		600		400		70		1077044407585344		1503		20
393365		4.08		600		400		70		1077044265692161		1701		20
393365		4.38		600		400		70		1077044407585320		1701		20
394482		2.401		400		600		70		1077049941770232		0812		12
394482		3.56		600		400		70		1077049941705258		0812		12
394413		0		0		0		0		1079334641575675		0833		8
394413		0		0		0		0		1072473831579578		0833		32
394413		0		0		0		0		1079334641575675		0833		1
394413		1.55		190		135		120		1072726484213796		0833		12
394415		0.93		290		230		80		1077044018739709		1021		12
394415		5.579		70		70		80		1077044018739792		1021		72
394415		0.93		290		230		80		1076944848218683		1021		12
394415		0.93		70		70		80		1077044265587740		1021		6
394429		0		0		0		0		1077044265578366		0832		6
394429		0		0		0		0		1074094007097276		0832		10
394429		1.3		330		115		130		1074094007327410		0832		8
394429		1.3		330		115		130		1074094007459364		0832		8
394449		3		600		400		70		1077044265692147		1703		20
394449		4.17		600		400		70		1077044407585337		1703		20
394443		10.2		400		300		210		1077044309476849		06-002		24
394523		6		230		180		30		1077045759589868		1911		8
394523		0		0		0		0		1077045759597139		1911		6
394524		6		230		180		30		1077045759589820		2202		8
394524		0		0		0		0		1077045759597122		2202		6
394541		10.49		201		400		165		1077044265654367		06-002		20
394541		5.555		395		160		150		1077044265612527		06-002		16
394542		12.59		360		190		200		1077044265860195		06-002		12
394543		0		0		0		0		1079334641575675		06-002		12
